類別,店名,日文店名,地址,緯度,經度,直線距離（km）,評分,評論數,價位等級,營業時間,交通時間（分鐘）,步行時間（分鐘）,換乘次數,Google Maps連結,店家網站,照片資源,精選,兼類別
拉麵,551蓬莱 関西空港店,551蓬莱 関西空港店,〒549-0011 大阪府泉南郡田尻町泉州空港中１−１ 関西国際空港,34.4347018,135.2444037,5.16,4.1,355,$$,月曜日: 7時00分～21時00分 | 火曜日: 7時00分～21時00分 | 水曜日: 7時00分～21時00分 | 木曜日: 7時00分～21時00分 | 金曜日: 7時00分～21時00分 | 土曜日: 7時00分～21時00分 | 日曜日: 7時00分～21時00分,,,,https://maps.google.com/?cid=6070570560374474864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.551horai.co.jp/shop/list/53/,places/ChIJl7KRsaO5AGARcIgQ68L_PlQ/photos/Ab43m-uIkcETErWniXLxDLQHgpTS3jW76p7TCSCXDEPle7bbdpQ5r517UHSSzNElllnbQXtg_x6ZlaTGyvteuMbXtzLZa4ouravZZ4vpNlVFz0YsL4-3Hn3CaPpoWgTCRnqn6pLi7TuIeZjgT9A5ACMydRqNd5ghL7lNGXBAEmFM1iMY5aqvyL9NdEvtAYw1apxOJosRsqBnrGfQTiIHT4YxYzviedTWZk4f32cDAA_wh-gDgIG3w1BmTGnq8bHQC42WbedzH56BUSQo9spQLDi6zuL_l9aK7AU2iCbV-t9g9Tf3sarHj_scdnZOcGO3a6UgHdH0zRN1cGN-jl53X5HHtI6Z6q7dRgKLq24cASDTk7i04w8Ajz8_LFNmBUHvd05EodpaA6pn2VfR__1IzQIEoXKmNqjBpEN5jJYiDtPrY0IqTsn9MJ90bQQY8FQT-n9V,,
拉麵,快活CLUB 26号泉佐野店,快活CLUB 26号泉佐野店,〒598-0012 大阪府泉佐野市高松東２丁目２−６４３７,34.4036534,135.3153773,2.22,3.7,329,$$,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=4761575602643396873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kaikatsu.jp/shop/detail/20537.html,places/ChIJxzjJmxXIAGARCem5XsiDFEI/photos/Ab43m-vFpUB8mkHXvDOBmDWSDZQNZKjJHV1qac5HjTGihKAEZujHUMLemo4zzy6QLDWVIzNyovjBPnu_I9om84DGHi93T8a2a-h8zSsCbvVIV6Phb_Xq4iA6qGTEfofnstvOwnea9aNWH3z98k1muyzZd-Dn4T00ONC-RBowgkSFgkxQdoqvu6AkYunIJp7FtBG7wL3nbmzXbCLH2WbRS1r-g8O54aSVsIiji7ayWtcWT63NsbJb-f6T8yFZQCSvyax4cGPON4Nng--zC-l3vyXU8wpWz5-ErF2GJ4R0AW2NO8ra2Q,,
拉麵,のらや 熊取店,のらや 熊取店,〒590-0451 大阪府泉南郡熊取町野田１丁目６−２０,34.4010963,135.35825169999998,5.98,3.9,309,$$,"月曜日: 11時00分～15時00分, 17時30分～21時30分 | 火曜日: 11時00分～15時00分, 17時30分～21時30分 | 水曜日: 11時00分～15時00分, 17時30分～21時30分 | 木曜日: 11時00分～15時00分, 17時30分～21時30分 | 金曜日: 11時00分～15時00分, 17時30分～21時30分 | 土曜日: 11時00分～15時00分, 17時00分～21時30分 | 日曜日: 11時00分～15時00分, 17時00分～21時30分",,,,https://maps.google.com/?cid=1138252040816990412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.noraya.com/,places/ChIJDwh7diHJAGARzJjCTTPiyw8/photos/Ab43m-uR0BhVcAP3rhmB9j9YLFSioKN9WA1ypjTzF2tUnK9XIvAq8uuw-Lu-xPQmoMVG29gf-GgwZmlF1oZDnTQgx1Ep0cF1p5Nu11quj6iJesVk-ABDLqN07cO53iNkrr9uTPRPuwJdbgUT_Qo94xSKtPmGgg2H-BLGN6hjKzOIOy5DTjWLAl3vPdF-VlzIoXbp_aACXex6VN4t7K21w7B1m3K33s-pMtkpmKgp7ednkHggOnmgM9NsWQjF3zcrhB7XNPH-hhCGul4XcF5BdycPfVX2jDpFvHoF1ibKYAUFdj46tOopP5-UxZGleAzBTtgk7JURXw9WALKIl5ycOh_QEe48N_5dnXCeeeTMj2abYYe6kNnV1xcMFo8DLty3T58PN4UJpM2umF4cys1i7igSp3xYLIJKtJnM_4suXz1Zg4HdqQ0,,
拉麵,本家さぬきや 熊取店,本家さぬきや 熊取店,〒590-0402 大阪府泉南郡熊取町大久保北３丁目３４１−１,34.406132,135.34525,4.69,3.6,309,$$,月曜日: 11時00分～21時30分 | 火曜日: 11時00分～21時30分 | 水曜日: 11時00分～21時30分 | 木曜日: 11時00分～21時30分 | 金曜日: 11時00分～21時30分 | 土曜日: 11時00分～22時30分 | 日曜日: 11時00分～22時30分,,,,https://maps.google.com/?cid=12213006753798184323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://r.gnavi.co.jp/297h15sa0000/,places/ChIJN6nrwvrIAGARg12Wb-9Qfak/photos/Ab43m-vPFM71CQ220LRcn-RPVXcftMI4JkvBoqIgiFkHKSs3WSkc1_cQOdE9u8uRiyXYA280YI7H3dFIaiVJH-YkcfRROamgXtKJhSM9-HvUf6OL_DgcschnVoYSBVdeCkjD24tEKQocrSADhjxZnfOkNZ4pUnODcpS8o3v3LH5jr3tr76jSEHS5YBiILGn9NRoInslf6BLTXtx-DuVv0YbCbgx_L0v3gWoTeMIHdq0setganao78dDd0xHc4trtbi8JWMf9ghHmuZGaWRlir39jkl7cDuZ5oAGD0GOQlfN5PQGeiKAx_u1fR13WZsefmbczElB0O0CLHP8TUflbjfPNTQ502TKlKVhzencX8eJEi38GC74TZ8drNv9_JrM67fMUrirZJ8p-6YHAVF9TGWu9FU9NF-UoY07dZvHiPLHZwCdo-jgt,,
拉麵,政勝軒,政勝軒,〒598-0005 大阪府泉佐野市市場東３丁目３−２６７−１,34.4083672,135.3247528,2.8,3.9,298,$$,"月曜日: 11時00分～14時00分 | 火曜日: 11時00分～15時00分 | 水曜日: 11時00分～15時00分, 17時30分～21時00分 | 木曜日: 11時00分～15時00分, 17時30分～21時00分 | 金曜日: 11時00分～15時00分, 17時30分～21時00分 | 土曜日: 11時00分～15時00分, 17時00分～21時00分 | 日曜日: 11時00分～15時00分, 17時00分～21時00分",,,,https://maps.google.com/?cid=6601860560178636262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,places/ChIJpwC7t2nIAGAR5uUbijOFnls/photos/Ab43m-tozk9tGGUeD_QT0KhWEsXSkGkSCeYMrd4qpzJ424JmVrJb-6qZlMkbaXu_lZTPIITjrWDpaiLV06UenSEpY6tUCaJlsPKJaWkqwCc9RgR4QTxCeq13ZfRLCgOZ_ABEtAdbdAw-f8EEHgiEFXtuKgEbD3dboNncfDywiMwTn2oGC-gv-pcHLnodcCAQAmOB8lcsWn2mYIMCMOQHcUZ_Qwd0tvfFAjCuhnUSHHWDZuCZBIKIgNnESRRGOxu3jaoTAnFQUJAy2OvekHmmH_4efTpMajF0Ssr7Xju0NWO4oPGgNoMctBO8Xkj6uaFWo6Rh9czaciJ-KHAECH_dCQVK3MiRkk4K8l2z9flFggrNmuK5jSEw8gBoKEmADtluo2rd94V4Ru1ABMEmBC8AC20o0EIxCB3QmiydbXadhUYYIdO1UkEO,,
拉麵,四川料理 蘭梅,四川料理 蘭梅,〒598-0007 大阪府泉佐野市上町１丁目８−２６,34.409146,135.3240404,2.72,3.9,291,$$,"月曜日: 定休日 | 火曜日: 11時00分～15時00分, 17時00分～22時00分 | 水曜日: 11時00分～15時00分, 17時00分～22時00分 | 木曜日: 11時00分～15時00分, 17時00分～22時00分 | 金曜日: 11時00分～15時00分, 17時00分～22時00分 | 土曜日: 11時00分～15時00分, 17時00分～22時00分 | 日曜日: 11時00分～15時00分, 17時00分～22時00分",,,,https://maps.google.com/?cid=17390399228433398552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ranmei2006.com/,places/ChIJ4a6kCmnIAGARGPv_wPUbV_E/photos/Ab43m-scivufTzU8GQ6cSddsUJTX5sbMKq4OxKiJ2y62FiHfY9BUTgc12Q9sK-HAxGDtYIZVLLJn-mEc6bNw3Z8mcx8bjKhrHhJP6dJ9VWBAuXzOHLA23MrcN2KsJ7d82IwjNnWxAGfYzbTlO_j7zR7iApJSwv7L-lb4_pJqgEkeCenPe8cFSiiL5aK-hJjRSMUgDwME_tfn-_cljJrkNAzgVR4NdhQfIn2cMJJgpkqiJch5TToqifSIHWp5Qjn5B6-I5q8jHVIpy-DzRlBbNHDDos32iWCOo7XXsG9bHT0BTg6JQyFJxjgARXV2_WQz3FriSTGkYTnCnwLEIrOcaVef5FcdLuqRKd4AIAwlFT2zQWpIB_Q9P7hCkC__M7SYUPO1z-noOTkH37ZtSF9izvgTFRP70XHBPVRYJIifeqDUphDFZv5J,,
拉麵,麺工房,麺工房,〒598-0033 大阪府泉佐野市南中安松６８９−４,34.3929762,135.30600350000003,2.61,4.2,280,$,"月曜日: 11時30分～13時30分, 18時00分～23時30分 | 火曜日: 定休日 | 水曜日: 定休日 | 木曜日: 11時30分～13時30分, 18時00分～23時30分 | 金曜日: 11時30分～13時30分, 18時00分～23時30分 | 土曜日: 11時30分～13時30分, 18時00分～23時30分 | 日曜日: 11時30分～13時30分, 18時00分～23時30分",,,,https://maps.google.com/?cid=6644342034615613174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,places/ChIJsZtoXSTIAGAR9rZ1k-BxNVw/photos/Ab43m-s0acMGGbnEfIxZZkLxlYSDieDa7syCf02SOBzCc-h_OHtD0eGdC09VlEg5mfBsoMZ4lC4GhB74nCJzIlbvOyezvwpxeR7-5xRt8ToZ1nKGhvYdmNkItadDfhCZwUuxDuQnzPqIwoX5VDkabKdAgXUi_i56As9VPbvpOti1T_O2HZstt0AUKL-Axd7PJn62jQcjJ5YZsoK9uMtQOq-3jcTojKIEnRAfbUmM163rxa5ns9BvAUHkyJp1ygWV2BopA_uadvnMXH7Hiq48insOu-5XzIrTaQEigij9J8PvQOt0Lfm8bPUJeDpkcp27RFBCsxI8o2Oqnrh1XQlSIsKJe-4CaPwg_KhxkZaUW4nZ6VGuRfYJTrx7cEAbA-sLHnpM1QUwXKYxpV10Br1T4urvg0WxiC0bTc7AYUD-4yGjIv9T9ahmzmRFH576nCPOQian,,
拉麵,ラーメンASAHI,ラーメンASAHI,〒598-0007 大阪府泉佐野市上町３丁目１１−２５,34.410647100000006,135.316365,1.99,4.1,270,$$,"月曜日: 定休日 | 火曜日: 11時30分～14時30分, 18時00分～22時00分 | 水曜日: 11時30分～14時30分, 18時00分～22時00分 | 木曜日: 11時30分～14時30分, 18時00分～22時00分 | 金曜日: 11時30分～14時30分, 18時00分～22時00分 | 土曜日: 11時30分～14時30分, 18時00分～22時00分 | 日曜日: 11時30分～14時30分, 18時00分～21時00分",,,,https://maps.google.com/?cid=15906249806869048810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://x.com/ramen_asahi_,places/ChIJ7f5cgD3IAGAR6i0Op-xZvtw/photos/Ab43m-uILa4qoe91AlOXuvKwGFRWJ0LS9qjM2Q3_yXKEt1__47BCO35n5HH76e6MLO-LdGArBGssMGbPoAohCyAbSdBZH3OP-kSEDjue3tAw0FhAf2ulnaqMsseX5aG8TXTNgmps6dy4t5yO6d4scn__299ljdZVxMkTAWaWBRBUorQwzljUG9uJ2_AYaP-bQ4SUWZq8SjLbZElWdk-KAeGNfGDe9dZxLs-xCHmWWg3LPY8I1_tEIKVe40GzlOcc9oRHpodjN_9BsufEidj7ThS8M0x15QURG1xQ7Z7aTpkMhOvB0VI0gsBS2k4iIEjEhxMHepJd9wCUIxCgGIY-rcnWxU_a3-g1saVWRtFKeFJdg0OmG9tkcy1lhoMOjsifKMgQxAvROuABV_4n9LfzTS0HJP7jgnvDlAXGRRTFIMlzCAVPdQ,,
甜點,りんくうプレミアム・アウトレット,りんくうプレミアム・アウトレット,〒598-8508 大阪府泉佐野市りんくう往来南３−２８,34.406464299999996,135.2954403,0.92,4.1,15426,,月曜日: 10時00分～20時00分 | 火曜日: 10時00分～20時00分 | 水曜日: 10時00分～20時00分 | 木曜日: 10時00分～20時00分 | 金曜日: 10時00分～20時00分 | 土曜日: 10時00分～20時00分 | 日曜日: 10時00分～20時00分,,,,https://maps.google.com/?cid=14141131390446530690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.premiumoutlets.co.jp/rinku/,places/ChIJJ9Tyyv63AGARgvCwoRNkP8Q/photos/Ab43m-uob9OJamvCKL2Km0t73nxpIg5qxBznEx6DQkTUdOnPuw99MgRzguff6LUQ819QOetkRVYzDV4tw3ivlZuZfM_YgrVskGSOCRzXK0ApOsMVx54qcvnLorpHDFLgdzAY5SPCAWEzaBXUUrQ62kuaBSufgHDt5AWdH2gSRkRtg6mJ3szcCI8mH9xVHBnEr9-qft3GlBuA41xCf_TpxULBZmjiuu5oCQe_CFkJ62rmQbujZg_W9EHlT7afQg8BK-n-JZyNVLPIKFMGiu38RsWuBFCefnczlXSLFOf4vaKW9KXS4g,,
甜點,りんくうプレジャータウン シークル,りんくうプレジャータウン シークル,〒598-0047 大阪府泉佐野市りんくう往来南３,34.408847099999996,135.29741529999998,0.68,3.9,5555,,月曜日: 10時00分～20時00分 | 火曜日: 10時00分～20時00分 | 水曜日: 10時00分～20時00分 | 木曜日: 10時00分～20時00分 | 金曜日: 10時00分～20時00分 | 土曜日: 10時00分～20時00分 | 日曜日: 10時00分～20時00分,,,,https://maps.google.com/?cid=15014762448724928761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.seacle.jp/,places/ChIJU4kOZ_63AGAR-agfP-UmX9A/photos/Ab43m-sM9oVdoCee66STgFj59mOEqMTY5GnxzYX4pf-B6kyFmOrkdgxX6c7Z1a99lxp_WHpq2OP6upUuOS89cJE7uZYSYlCLTk2g2h08Cxi2pNv0_XyrCKRARAgnY6FKaS42vdT19GFIM9QfTNQoYQht9fPHErkawZmcnQk16PwVcyO9eSvOyfXIzQn3t9xv-Cs8kbzwN6TxUZnSJK77CndcVkKUZJ5FYZx7LCll8E_chnTbWOdBi7JPaq4ErFUKpA3qQmOPORwS61gKo1G3rwNuRSjUsTGylBOadhEuF5PKMlAnDH58OqhgcgEp05VXdIVUvh5Ct00ERvYkJHVzThAwdcScbi3Ms7xSH2JnoTkrXTEMIx6llfqON8rzyFMXsNK5xssMJvPJlQ1-zbj7PYZhomlmgSgPuuiAhwVf9p6oZAe3TA,,
甜點,エアロプラザ,エアロプラザ,〒549-0001 大阪府泉佐野市泉州空港北,34.436912299999996,135.2429005,5.4,4.1,3994,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=6342467815302522402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kansai-airport.or.jp/map,places/ChIJYx-ATmu5AGARImZ0yt_4BFg/photos/Ab43m-sdLUcUU_du8I5zn3rhY35waGl0CG1yH2KcFMlghR1uqYdo8uyIHU78_X8pidrux-JvQJ3rCsT8oMf4t240KbfIZOVbC7NVI4PTjoOOyquVQOOPHmlVTfZWfkzgVdawfYXtjB3k4kVGIzvgxDB3nc-ws3QtxSeVM_CiBtdBlhcemPzpPtKIbHCwxFJyP0StIsemgjPPWo_ya2VZdGfxpsXyjdwjvWeLkLtFafIC-wYLX23MtVLisIoNLzQnBbzuXR3qPotXkUB5m-81934q9e5nHivBGx8-30lXsSl_DOXbZhOGzvMuHnXK9b8fKqr9PmhVEW5-l4WfiBFFMEQY3DoDaL_Uv7ZCk5hS7u_tzZ9l7L271AdilavKTOTO8LTvUKbavIKwpOJzuyslbFXTLJeZy6fgMzy0hdGsJ6t-u0RWlOl0,,
甜點,スターゲイトホテル関西エアポート,スターゲイトホテル関西エアポート,〒598-8511 大阪府泉佐野市りんくう往来北１,34.411170999999996,135.2998903,0.58,4.1,3140,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=6847443493239423900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.s-gth.jp/,places/ChIJ22UvLQDIAGARnIMY6pMBB18/photos/Ab43m-urGAsCnKlnKSLd0rz2QpEj2A9-5yTMZcxlkj1Kf3BRV6GLOBVnI234awDVm9qMDNaV3C5fMzUgVtDvwhxemWajA6aAbtvO1dBy8rGVlEXGaDMRgzJRbmmalVtzicus8eEzFlKYj0Xd4gVw1JfdZzx3irPVcbsChemMpB3yKRPuX25Ycj8GIazOrpViwhJDwMGts2-IJBkeFm54TL04oritPBfqx6q_DZqYiRgegmtHypNj_WtGdcMBPEMNEEUE6zUoWa5Vi8QB-wGvE9GsJSuWxaYZCuD8DVE0zSiBk2wLXA,,
甜點,イオン日根野店,イオン日根野店,〒598-0021 大阪府泉佐野市日根野２４９６−１,34.3924178,135.3341868,4.35,3.6,2046,,月曜日: 8時00分～23時00分 | 火曜日: 8時00分～23時00分 | 水曜日: 8時00分～23時00分 | 木曜日: 8時00分～23時00分 | 金曜日: 8時00分～23時00分 | 土曜日: 8時00分～23時00分 | 日曜日: 8時00分～23時00分,,,,https://maps.google.com/?cid=7494932253124609709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.aeon.com/store/%E3%82%A4%E3%82%AA%E3%83%B3/%E3%82%A4%E3%82%AA%E3%83%B3%E6%97%A5%E6%A0%B9%E9%87%8E%E5%BA%97,places/ChIJO8O2zFTIAGARrUYcoyxZA2g/photos/Ab43m-skSGum-AImznd9uZ2XlMwL5Zx3bStCIUgGB7q3qHEbErwFUcMylvBorAnSDYKH1FasRjjyxHa5pLg2-QUvyZUpZM0OCVfLIOk4TqLlw_mitmHvpgzQuYtJqip8FdHwDQmM-oE5Nlv-uV6kjD6Q_A8yH4TpVnis7GlQzV-tiN9gjRwZiga4mzLo0xJ-zjYvStOqoGB3vIW0WTttipNdhvofJg90QtuPU80M7pw0Mw6v71rFVPvkJmPm176hSK_Z4EZhKMv_yaumATzAQo19hdo8BW1G07SHCXa1sr8A8_RfBrO5W6f8K3rtTVmMS_YfyfVs0qMndrGgJWG1iYViRE86ayg7Uys2K6fWP8IN9IogSaOpT0cRGwg3Sb9FfuqWrE9QoBgzrxt70V8MzKw8QNX7VKjuiwzwUIwqtDpGFQSAJw,,
甜點,OMO関西空港 by 星野リゾート,OMO関西空港 by 星野リゾート,〒598-0048 大阪府泉佐野市りんくう往来北１−８３３,34.4103473,135.3009275,0.71,4.2,1735,,,,,,https://maps.google.com/?cid=4656933647063665032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://hoshinoresorts.com/ja/hotels/omokansaiairport/?utm_source=hr_google&utm_medium=mybusiness,places/ChIJpyZX-s3JAGARiEnLf3rAoEA/photos/Ab43m-ueq-Z0VF6GjHvz88eN-jOW-wbw9LrcDQHHRbs1sb-he_v4vIX7memJDXPvB9danZvmoxYOpAJJo7iuLFrW85uWVCWY2NdcjsiCc5e239lMhbPWzkOuQpDBMlosVNjLdWK4AFYOYTGk5arodvsIum0iHik5MCD8J_aeuK2TXJBQEDBVhW2BH1eBSR3vdG8EHiaD6Qzpzw_dxmOwJYYh02Wtg1St1_u6N4zotSUgKhyYsrFv5lWNWUcFXjiE3WlXkl028X43y-GWliTtt5b8B13HNfgncJXvm_Jnnn4-9SFqhg,,
甜點,KUA`AINA りんくうプレミアム・アウトレット店,KUA`AINA りんくうプレミアム・アウトレット店,〒598-0047 大阪府泉佐野市りんくう往来南３−２８ りんくうプレミアム・アウトレット 2F,34.406197,135.29439399999998,0.95,4.1,1094,$$,月曜日: 11時00分～21時00分 | 火曜日: 11時00分～21時00分 | 水曜日: 11時00分～21時00分 | 木曜日: 11時00分～21時00分 | 金曜日: 11時00分～21時00分 | 土曜日: 11時00分～21時00分 | 日曜日: 11時00分～21時00分,,,,https://maps.google.com/?cid=5518216984430671044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kua-aina.com/shop/110.html,places/ChIJaxWkbPy3AGARxHSEThyllEw/photos/Ab43m-uS5PVKvDj-RD4zrCq_YYtFoJSgwMOwUXM3kSr8acOEpy35w3Dc8V1b23yvlMtNviBfwz-nwMntqo80E_BFuH5m_KJIPPxV3lBxd5ZgFbBTdcucMxTRcIno_bRHfbdPNLf4iePrMJUSoholmfxC5idEUAL7tghY2QtbY31T1qhaEyJZCzs12tLZ16D3PEo6ZGRz2dsthnewf47FryccCZCUnAM_ezb9znEpTsRibFOe8jQ88vVwuS9IwGkDlrgf8yLDPRR4B7dwMmaJ_n_2JcrSdVK2VRGRzZgnpDAM-YnAPjmXM4UoCrRKE-d9sqqJG5libpzUdSetyMQlEceXzjK9ZumG-bHpqBIr3uEq8GFSMKHYeVG6mFB51UTZ1wICgXx17c9qRw4s7DeJjFZHwP-AveeT0B9Hu2reLZE-cRhpXg,,
